Tevin,Tevout,Psuc,Pdes,Vazao,DeltaP,Cap,Pot,Deltad,COP,Classe
4.9,1.11,2.93,11.58,138.81,9.6,28.45,200.59,-0.93,3.02,1
4.54,-1.44,2.46,12.16,139.73,8.7,40.64,203.92,-1.56,4.72,1
4.65,-0.42,2.04,12.27,138.99,10.4,83.61,322.02,-1.78,2.52,1
4.91,0.83,2.49,12.04,139.65,9.8,47.7,230.73,-1.63,2.85,1
4.91,-1.31,3.05,12.06,140.3,8.4,22.57,136.46,-2.27,7.38,2
4.84,-1.09,2.28,12.44,139.9,9.9,67.8,303.16,-2.61,3.16,1
4.88,-0.44,2.01,12.46,149.41,10.6,92.38,328.36,-2.75,2.79,1
4.84,0.31,2.41,12.31,195.66,10.2,86.44,320.9,-2.62,3.19,1
4.92,1.02,2.77,11.92,194.64,9.5,42.58,228.52,-2.34,3.83,1
4.78,-1.42,2.98,11.78,168.77,8.0,27.19,146.28,-2.33,8.24,2
4.83,-0.73,1.99,12.1,138.98,9.8,79.23,314.82,-2.56,2.83,1
5.11,0.51,2.33,11.87,138.55,9.9,62.06,254.0,-2.36,2.9,1
5.45,1.22,4.02,9.65,138.58,9.2,12.32,123.0,-2.13,5.5,2
5.44,-1.21,3.11,11.8,139.56,8.0,14.48,101.4,-2.23,10.56,2
5.36,-1.25,2.45,12.3,138.79,9.4,54.07,262.58,-2.57,4.02,1
5.4,-0.71,2.2,12.45,139.06,10.1,82.75,338.51,-2.66,2.9,1
5.32,-0.32,2.52,12.47,182.82,10.2,84.17,342.62,-2.69,3.47,1
5.16,-0.11,2.46,12.35,196.31,9.8,88.95,344.48,-2.58,3.46,1
5.09,0.66,2.4,11.97,190.53,9.9,77.11,292.66,-2.36,3.33,1
5.37,1.66,3.0,11.44,138.33,9.3,27.99,196.61,-2.07,3.01,1
4.89,-1.19,2.56,11.9,138.2,8.4,39.6,194.62,-2.29,4.98,1
4.92,-0.23,2.08,12.06,138.87,9.9,84.78,320.71,-2.4,2.57,1
5.15,1.12,2.46,11.78,138.82,9.6,56.55,238.08,-2.01,2.71,1
5.0,-1.18,3.2,11.63,138.78,7.5,16.73,107.51,-1.57,9.19,2
4.81,-0.94,2.25,12.16,139.73,9.5,64.24,287.76,-2.06,3.22,1
4.89,0.32,2.17,12.09,138.05,10.2,81.61,299.18,-2.09,2.43,1
5.16,1.51,2.78,11.8,139.08,9.5,34.96,212.46,-1.88,2.75,1
4.64,-1.31,2.7,12.03,138.34,8.3,33.47,174.49,-1.79,5.44,0
4.6,-0.43,2.07,12.28,138.88,10.0,82.89,329.18,-2.01,2.45,1
4.8,1.02,2.41,11.99,138.64,10.0,62.17,259.57,-1.94,2.33,1
5.22,1.74,4.16,9.78,138.68,9.3,12.79,129.08,-1.74,4.31,2
4.25,-1.6,3.24,11.51,138.74,7.6,13.98,97.4,-1.57,9.61,2
4.04,-1.23,2.12,11.97,139.06,9.3,60.37,265.62,-1.92,3.18,1
4.18,-0.23,2.16,11.84,138.6,10.1,73.39,271.43,-1.91,2.6,1
4.44,0.7,3.02,10.77,139.2,9.3,23.56,174.34,-1.71,3.44,2
4.33,-1.21,2.6,11.93,151.28,8.6,41.68,205.88,-2.28,4.69,1
4.29,-0.65,2.14,12.13,173.33,9.8,85.22,330.86,-2.45,2.98,1
4.35,0.21,2.38,11.87,173.28,10.0,73.05,275.16,-2.26,3.01,1
4.48,0.83,3.16,10.77,173.18,9.2,22.85,175.69,-1.96,4.15,2
4.41,-1.07,2.63,11.82,173.35,8.7,41.22,206.58,-2.13,5.29,0
4.32,-0.7,2.31,11.99,172.3,9.6,78.81,322.02,-2.28,3.1,1
4.38,0.18,2.33,11.74,172.16,9.8,76.51,286.88,-2.07,2.9,1
4.52,0.91,3.02,11.09,173.48,9.1,27.14,188.06,-1.79,3.85,2
4.37,-1.17,2.77,11.8,172.03,8.3,38.65,191.22,-2.16,5.74,0
4.29,-0.64,2.13,11.88,173.29,9.6,82.09,318.72,-2.24,3.09,1
4.35,0.24,2.39,11.54,173.04,9.7,69.83,268.02,-1.95,3.06,1
4.54,0.96,3.32,9.98,172.19,8.8,18.8,156.98,-1.58,4.52,2
4.61,-0.73,3.51,11.06,171.66,7.1,10.02,80.8,-1.4,13.08,2
4.34,-1.17,2.58,11.58,173.19,8.1,45.77,217.02,-1.8,5.07,0
4.31,-0.47,2.11,11.65,172.81,9.6,85.81,318.74,-1.94,2.99,1
4.41,0.43,2.46,11.34,172.43,9.2,59.24,243.42,-1.71,3.26,1
4.6,0.99,3.93,8.59,172.53,8.5,10.29,111.24,-1.48,6.46,2
4.55,-0.95,3.32,11.26,173.28,7.5,14.77,97.16,-1.6,11.31,2
4.36,-1.08,2.39,11.81,172.61,8.8,58.89,263.57,-1.97,4.11,1
4.37,-0.29,2.13,11.78,173.35,9.8,88.39,324.53,-2.0,2.87,1
4.45,0.57,2.54,11.46,172.76,9.2,52.94,231.32,-1.78,3.34,1
4.53,-1.04,3.15,11.41,173.25,7.6,19.15,115.3,-1.69,9.65,2
4.38,-1.02,2.37,11.83,173.5,9.0,61.41,279.7,-2.01,3.86,1
4.4,-0.28,2.22,11.78,172.47,9.6,88.61,321.18,-2.07,2.89,1
4.49,0.57,2.54,11.47,172.79,9.2,53.91,237.64,-1.81,3.28,1
4.55,-1.03,3.14,11.43,174.23,7.6,18.73,115.66,-1.63,9.69,2
4.39,-0.99,2.33,11.88,173.06,9.2,65.12,286.32,-1.97,3.75,1
4.41,-0.13,2.19,11.82,172.39,9.8,87.81,317.59,-1.85,2.84,1
4.5,0.78,2.59,11.47,173.08,9.2,47.33,226.68,-1.57,3.28,1
4.5,-1.09,3.08,11.49,173.19,7.6,23.11,130.26,-1.78,8.56,2
4.37,-0.9,2.25,11.89,171.85,9.2,70.53,299.43,-2.17,3.49,1
4.4,-0.07,2.21,11.74,173.29,9.9,84.94,301.63,-2.08,2.96,1
4.52,0.73,2.57,11.39,172.8,9.0,40.52,215.58,-1.81,3.5,1
4.5,-1.06,2.9,11.57,172.27,8.0,28.15,150.32,-2.0,7.35,2
4.37,-0.86,2.35,11.87,173.36,9.2,69.02,292.54,-2.19,3.57,1
4.42,-0.03,2.24,11.71,172.22,9.7,82.4,296.12,-2.08,2.98,1
4.57,0.85,2.66,11.39,171.9,9.1,37.57,213.31,-1.72,3.46,1
4.48,-1.12,2.91,11.6,173.54,7.9,29.89,157.35,-2.01,7.12,2
4.38,-0.79,2.18,11.9,173.0,9.5,77.33,311.24,-2.19,3.32,1
4.44,0.14,2.31,11.68,172.05,9.8,77.1,282.04,-1.99,3.02,1
4.59,0.98,2.89,11.01,173.25,9.0,27.15,198.08,-1.8,3.64,2
4.44,-1.17,2.75,11.74,172.23,8.1,38.67,191.6,-2.23,5.81,2
4.37,-0.64,2.15,11.93,171.87,9.5,83.82,323.39,-2.38,3.07,1
4.44,0.2,2.39,11.67,173.42,9.8,71.88,274.14,-2.17,3.09,1
4.58,0.89,3.3,10.27,173.25,8.9,20.62,166.82,-1.89,4.41,2
4.44,-1.11,2.6,11.77,172.37,8.4,42.57,210.86,-2.04,5.23,0
4.37,-0.65,2.23,11.97,172.14,9.7,80.84,320.76,-2.04,3.1,1
4.42,0.25,2.33,11.68,172.44,9.8,74.33,279.7,-1.94,2.97,1
4.58,0.98,3.05,10.87,171.96,9.0,24.43,179.84,-1.8,3.96,2
4.4,-1.13,2.69,11.78,173.61,8.4,41.11,203.14,-1.98,5.45,0
4.34,-0.55,2.13,11.92,172.17,9.7,84.21,318.56,-2.31,3.04,1
4.43,0.4,2.42,11.61,171.9,9.6,65.29,254.94,-2.07,3.13,1
4.61,1.04,3.75,9.52,173.06,8.9,14.98,136.86,-1.69,5.21,2
4.61,-0.82,3.41,11.42,173.56,7.7,12.4,89.52,-1.74,12.13,2
4.35,-1.14,2.49,11.91,171.7,8.8,52.51,248.06,-2.12,4.38,1
4.36,-0.32,2.14,11.93,172.46,9.9,87.82,328.0,-2.15,2.84,1
4.47,0.57,2.52,11.61,172.72,9.3,55.13,234.64,-1.99,3.3,1
4.54,-0.93,3.21,11.53,172.5,7.9,17.39,110.29,-1.65,9.87,2
4.38,-1.01,2.38,11.97,172.29,9.3,62.29,279.7,-2.21,3.83,1
4.37,-0.21,2.19,11.94,173.68,9.9,87.14,320.7,-2.2,2.86,1
4.47,0.69,2.57,11.64,171.9,9.4,49.21,229.82,-1.92,3.26,1
4.5,-1.04,3.17,11.72,171.95,8.1,21.3,126.72,-1.79,8.67,2
4.35,-0.99,2.3,12.09,173.02,9.3,68.61,299.26,-2.04,3.56,1
4.38,-0.1,2.22,11.89,173.46,10.0,85.18,311.94,-1.88,2.87,1
4.49,0.71,2.66,11.5,172.89,9.1,41.3,216.9,-1.62,3.47,1
4.48,-1.08,2.9,11.63,174.05,8.0,27.57,151.3,-1.71,7.38,2
4.34,-0.91,2.35,11.95,171.9,9.4,66.72,297.56,-1.89,3.49,1
4.34,-0.15,2.22,11.83,172.7,9.8,86.43,311.69,-1.82,2.87,1
4.45,0.71,2.59,11.49,173.28,9.2,45.05,226.72,-1.6,3.29,1
4.44,-1.09,3.07,11.55,172.26,7.8,23.88,133.02,-1.6,8.25,2
4.31,-0.9,2.27,11.93,172.63,9.2,71.64,301.76,-1.89,3.44,1
4.34,-0.09,2.24,11.77,172.91,9.8,83.6,302.26,-1.81,2.92,1
4.44,0.78,2.68,11.43,172.84,9.1,37.6,211.38,-1.58,3.45,1
4.35,-1.12,2.86,11.65,171.8,8.0,29.73,157.06,-1.49,6.9,2
4.24,-0.78,2.21,11.97,173.39,9.4,76.51,315.27,-1.89,3.18,1
4.31,0.09,2.32,11.74,172.55,9.8,75.97,277.0,-1.73,3.03,1
4.48,0.91,2.94,10.92,172.81,9.1,25.93,187.18,-1.39,3.81,2
4.33,-1.17,2.7,11.81,173.36,8.2,39.86,197.3,-1.69,5.58,0
4.27,-0.63,2.14,12.0,171.79,9.6,84.69,322.45,-1.83,3.01,1
4.34,0.27,2.41,11.73,172.45,9.8,69.21,269.6,-1.56,3.0,1
4.48,0.9,3.33,10.01,173.7,9.0,18.26,158.06,-1.37,4.54,2
4.51,-0.8,3.4,11.5,173.32,7.8,11.23,86.82,-1.65,12.21,2
4.26,-1.13,2.55,11.95,171.98,8.9,49.23,236.02,-1.98,4.53,1
4.22,-0.46,2.12,11.97,172.75,9.9,87.09,327.24,-2.02,2.85,1
4.3,0.45,2.48,11.6,171.75,9.5,60.81,248.72,-1.67,3.06,1
4.47,0.99,3.97,9.09,171.89,8.8,11.1,115.56,-1.28,5.97,2
4.37,-0.94,3.34,11.28,172.4,7.5,14.31,95.94,-1.32,10.99,2
4.13,-1.11,2.38,11.76,173.16,8.8,56.81,260.69,-1.69,4.01,1
4.13,-0.26,2.18,11.68,171.91,9.7,84.99,309.0,-1.7,2.82,1
4.28,0.71,2.59,11.38,172.39,9.1,45.4,220.25,-1.41,3.22,1
4.09,-1.29,2.98,11.39,173.45,7.6,24.49,133.24,-1.41,8.07,2
4.0,-0.85,2.08,11.72,172.35,9.3,74.32,297.04,-1.77,3.25,1
4.18,0.13,2.3,11.49,171.3,9.7,69.93,260.04,-1.59,3.08,1
4.41,0.92,3.32,10.11,172.48,8.9,19.59,159.5,-1.32,4.34,2
4.41,-0.84,3.33,11.22,173.26,7.4,11.07,84.38,-1.18,12.43,2
4.13,-1.17,2.52,11.7,171.87,8.6,47.23,227.12,-1.58,4.62,0
4.1,-0.52,2.15,11.75,172.77,9.6,85.74,318.64,-1.66,2.88,1
4.2,0.46,2.47,11.43,172.6,9.3,56.23,237.94,-1.32,3.13,1
4.16,-1.15,3.19,11.32,172.67,7.7,17.05,107.24,-1.2,9.86,2
3.95,-1.19,2.3,11.77,173.43,8.9,62.69,273.29,-1.5,3.76,1
3.96,-0.39,2.2,11.66,171.23,9.8,81.86,298.24,-1.34,2.87,1
4.1,0.44,2.6,11.34,172.48,9.1,37.32,210.02,-1.13,3.46,0
4.14,-1.28,2.76,11.59,172.41,8.0,30.93,161.46,-1.08,6.68,2
4.05,-0.88,2.22,11.86,172.46,9.5,75.45,307.54,-1.34,3.19,1
4.1,-0.05,2.3,11.64,172.44,9.7,76.79,285.78,-1.18,2.89,1
4.25,0.7,2.85,10.99,173.21,9.0,27.39,191.84,-0.92,3.69,2
4.11,-1.21,2.59,11.66,171.39,8.3,38.48,190.4,-1.38,5.53,0
4.09,-0.71,2.18,11.88,172.75,9.6,82.19,315.58,-1.59,3.03,1
4.16,0.22,2.39,11.6,171.28,9.7,68.03,261.18,-1.33,2.98,1
4.32,0.89,3.46,9.84,172.42,8.8,17.39,151.78,-1.07,4.5,2
4.25,-0.99,3.33,11.3,173.35,7.6,11.23,85.24,-1.11,12.3,2
4.0,-1.21,2.48,11.77,172.91,8.6,48.06,231.34,-1.5,4.49,0
3.95,-0.6,2.16,11.78,171.54,9.6,84.68,317.39,-1.59,2.84,1
4.05,0.31,2.46,11.47,173.01,9.3,53.54,229.76,-1.29,3.25,1
4.16,-1.19,3.2,11.41,172.03,7.5,18.45,112.18,-1.29,9.46,2
3.96,-1.07,2.24,11.81,171.52,9.1,65.42,284.78,-1.55,3.49,1
3.99,-0.13,2.22,11.66,172.63,9.7,81.12,292.78,-1.39,2.8,1
4.15,0.75,2.67,11.34,172.18,9.1,35.23,205.96,-1.25,3.28,1
3.79,-1.47,2.68,11.48,172.08,7.9,32.73,165.14,-1.14,6.32,0
3.79,-0.82,2.09,11.79,172.96,9.5,80.43,314.54,-1.44,2.93,1
3.98,0.18,2.4,11.57,171.06,9.5,56.97,237.12,-1.28,3.17,1
3.92,-1.42,3.06,11.5,171.36,7.7,16.81,106.96,-1.23,9.86,2
3.86,-1.16,2.16,11.96,171.99,9.4,65.05,277.9,-1.58,3.58,1
4.04,-0.19,2.23,11.84,170.24,10.0,73.22,276.66,-1.53,3.0,1
4.3,0.55,3.11,10.75,171.99,9.3,22.78,178.38,-1.38,4.16,2
4.29,-1.17,2.55,12.03,172.64,8.8,43.84,216.92,-1.7,5.0,0
4.26,-0.56,2.15,12.15,171.32,9.9,84.75,333.54,-1.62,2.86,1
4.39,0.36,2.45,11.88,171.36,9.7,59.61,243.7,-1.55,3.27,1
4.6,0.89,4.15,9.17,172.63,9.2,10.89,115.26,-1.26,6.41,2
4.54,-1.04,3.29,11.69,172.95,7.9,14.74,100.84,-1.06,11.03,2
4.37,-1.19,2.4,12.14,171.21,9.3,58.61,272.22,-1.44,4.03,1
4.39,-0.4,2.14,12.14,172.29,10.2,87.57,330.66,-1.51,2.87,1
4.49,0.42,2.52,11.84,172.3,9.6,50.84,236.08,-1.27,3.42,1
4.69,-1.19,3.01,11.87,172.19,8.3,20.92,126.0,-1.18,9.25,2
4.57,-1.16,2.41,12.23,172.85,9.5,62.96,286.39,-1.47,3.99,1
4.61,-0.47,2.17,12.2,171.98,10.0,87.85,330.92,-1.29,3.05,1
4.73,0.32,2.54,11.84,171.83,9.5,50.2,232.14,-1.06,3.76,1
5.25,-1.11,2.95,11.85,173.24,8.4,20.93,125.92,-1.41,10.1,2
5.32,-1.09,2.56,12.09,171.86,9.5,46.74,234.76,-1.48,5.41,1
5.37,-1.06,2.62,12.1,172.05,9.6,47.1,237.06,-1.4,5.38,1
5.39,-1.03,2.64,12.12,172.9,9.5,47.1,237.26,-1.4,5.39,1
5.39,-1.08,2.59,12.2,172.24,9.5,48.13,240.0,-1.42,5.36,1
5.39,-1.03,2.61,12.2,171.82,9.7,48.3,241.74,-1.42,5.26,1
5.38,-1.0,2.64,12.2,172.79,9.6,48.25,242.58,-1.35,5.24,1
5.36,-1.05,2.66,12.2,172.59,9.6,47.85,242.44,-1.24,5.26,1
5.33,-1.1,2.61,12.22,172.92,9.5,48.5,246.82,-1.12,5.19,1
5.3,-1.15,2.62,12.28,173.67,9.6,49.13,247.1,-0.97,5.23,1
5.27,-1.11,2.53,12.3,172.71,9.9,50.17,250.08,-0.89,5.08,1
5.24,-1.15,2.57,12.32,172.64,9.8,51.66,255.22,-1.24,4.98,1
5.21,-1.1,2.56,12.4,173.4,10.0,54.01,264.86,-1.42,4.76,1
5.18,-1.1,2.58,12.4,172.91,10.0,55.69,272.36,-1.49,4.6,1
5.12,-1.09,2.59,12.47,173.37,9.9,56.4,274.46,-1.54,4.52,1
4.97,-1.12,2.52,12.54,173.41,10.0,63.41,300.02,-1.61,4.06,1
4.83,-0.89,2.41,12.6,172.95,10.3,77.37,338.02,-1.67,3.38,1
4.79,-0.43,2.29,12.6,173.55,10.2,95.15,345.24,-1.69,3.03,1
4.66,-0.03,2.49,12.54,199.72,10.2,97.54,346.65,-1.63,3.11,1
4.6,0.55,2.52,12.2,218.96,10.1,76.38,293.92,-1.47,3.48,1
4.64,1.0,3.02,11.48,219.91,9.3,26.56,193.64,-1.3,4.77,2
4.5,-1.15,2.75,12.02,173.75,8.7,37.39,193.65,-1.57,5.84,0
4.38,-0.78,2.26,12.21,172.51,9.8,76.15,315.78,-1.62,3.25,1
4.41,0.05,2.25,12.06,172.23,10.1,81.92,302.9,-1.49,2.86,1
4.51,0.87,2.65,11.76,173.19,9.4,35.58,215.59,-1.28,3.37,1
4.45,-1.13,2.9,12.0,172.24,8.3,31.51,167.74,-1.53,6.61,2
4.32,-0.86,2.27,12.25,172.4,9.7,72.93,314.04,-1.69,3.28,1
4.34,-0.05,2.26,12.06,173.23,10.0,83.2,301.18,-1.48,2.91,1
4.47,0.81,2.59,11.76,172.1,9.4,38.03,217.67,-1.25,3.34,1
4.43,-1.16,2.9,11.9,172.5,8.3,29.61,158.49,-1.34,7.01,2
4.3,-0.92,2.3,12.18,172.67,9.5,69.6,300.62,-1.52,3.46,1
4.31,-0.14,2.25,12.03,173.41,10.0,83.08,304.54,-1.36,2.92,1
4.47,0.74,2.65,11.73,172.58,9.4,38.46,214.16,-1.08,3.46,1
4.45,-1.25,2.88,11.88,173.38,8.3,29.64,157.64,-1.1,7.22,2
4.4,-0.89,2.18,12.19,171.28,9.6,77.06,311.28,-1.42,3.35,1
4.45,0.03,2.28,12.04,172.66,10.1,84.99,317.12,-1.23,2.77,1
4.56,0.75,2.62,11.73,173.31,9.4,39.5,218.26,-0.93,3.48,1
4.63,-1.02,2.89,11.94,171.58,8.4,28.8,155.72,-1.1,7.17,2
4.49,-0.87,2.33,12.24,173.04,9.6,71.83,308.4,-1.0,3.46,1
4.5,-0.07,2.2,12.14,172.85,10.1,88.72,319.54,-1.07,2.85,1
4.57,0.76,2.65,11.83,172.19,9.5,48.73,230.92,-0.9,3.28,1
4.68,-0.97,3.02,11.9,173.97,8.4,22.16,131.44,-0.95,8.61,2
4.51,-1.0,2.49,12.22,173.07,9.6,60.73,280.18,-1.25,3.92,1
4.5,-0.35,2.16,12.21,171.59,10.0,90.55,328.96,-1.17,2.91,1
4.55,0.53,2.5,11.93,173.29,9.8,64.06,260.29,-0.93,3.09,1
4.68,1.05,3.9,9.8,172.62,9.1,14.57,136.88,-0.76,5.27,2
4.65,-0.86,3.36,11.68,172.81,8.0,12.45,91.84,-0.75,11.94,2
4.42,-1.14,2.51,12.12,172.58,9.1,50.57,244.2,-0.98,4.53,1
4.38,-0.57,2.17,12.2,173.32,10.1,86.79,339.22,-1.06,2.91,1
4.44,0.27,2.41,11.93,172.09,10.0,68.93,274.48,-0.9,3.02,1
4.58,0.89,3.45,10.45,172.35,9.2,18.75,164.12,-0.72,4.46,2
4.65,-0.84,3.39,11.64,174.25,7.9,11.04,87.24,-0.65,12.63,2
4.41,-1.16,2.52,12.08,173.01,9.0,46.03,227.54,-1.1,4.88,1
4.36,-0.65,2.21,12.2,172.66,9.9,84.93,327.96,-1.09,3.04,1
4.42,0.26,2.36,11.96,173.69,10.0,73.41,280.54,-0.9,2.97,1
4.55,0.9,3.25,10.98,172.74,9.3,22.99,181.26,-0.57,4.01,2
4.34,-1.24,2.54,11.99,171.99,8.8,41.33,209.64,-1.12,5.28,0
4.28,-0.74,2.19,12.17,174.05,9.7,81.91,328.14,-1.18,3.06,1
4.36,0.12,2.36,11.92,172.51,10.0,69.15,274.14,-0.87,3.08,1
4.55,0.79,3.37,10.3,171.44,9.3,18.38,159.68,-0.54,4.65,2
4.69,-0.88,3.35,11.69,172.46,8.2,10.97,88.24,-0.57,12.55,2
4.47,-1.3,2.59,12.1,173.4,8.9,45.43,228.02,-0.85,5.05,0
4.38,-0.9,2.19,12.19,172.08,9.9,71.13,317.02,-0.97,3.3,1
4.41,-0.25,2.35,12.05,171.93,9.9,52.19,252.22,-0.86,3.66,1
4.47,0.27,2.67,11.86,173.68,9.3,31.28,178.43,-0.61,4.71,0
4.55,0.59,2.9,11.7,171.19,8.8,18.74,108.3,-0.39,7.23,2
4.72,0.8,3.07,11.7,173.23,8.7,11.95,93.04,-0.25,8.42,2
4.57,-1.37,2.62,12.15,173.79,8.7,43.19,215.8,-0.71,5.51,0
4.52,-0.89,2.12,12.31,171.22,10.0,76.5,335.9,-0.83,3.18,1
4.58,-0.24,2.38,12.21,172.12,10.1,59.69,278.73,-0.77,3.43,1
4.64,0.22,2.6,12.0,173.34,9.5,38.71,205.74,-0.62,4.29,1
4.71,0.59,2.89,11.83,172.5,9.1,21.55,127.74,-0.52,6.41,2
4.82,0.83,2.99,11.83,172.76,8.8,14.32,97.46,-0.58,8.15,2
4.83,-1.14,2.89,11.96,173.0,8.4,30.38,165.38,-0.11,7.2,0
4.73,-0.95,2.28,12.26,172.28,9.7,70.81,308.36,-0.26,3.66,1
4.73,-0.31,2.25,12.25,173.12,10.2,67.54,306.53,-0.26,3.28,1
4.78,0.35,2.5,12.15,172.92,9.8,46.4,234.54,-0.19,3.77,1
4.91,1.03,2.8,12.1,171.65,9.5,26.24,157.1,-0.11,4.89,0
5.05,1.39,3.01,11.98,174.26,9.1,16.8,103.64,-0.01,7.1,2
5.22,1.64,3.2,12.02,173.21,8.8,10.07,91.17,-0.04,7.83,2
4.77,-0.94,3.43,11.93,159.24,8.0,15.63,106.02,0.22,9.9,2
4.53,-1.04,2.37,12.31,161.92,9.3,61.78,279.43,0.01,3.72,1
4.63,0.14,2.11,12.44,154.82,10.4,89.15,322.43,0.02,2.49,1
4.78,1.29,2.63,12.46,159.37,10.0,50.68,236.1,-0.07,2.71,1
4.16,-1.49,3.07,11.94,161.34,8.2,20.47,124.0,0.32,8.47,2
4.09,-1.04,2.06,12.32,154.89,9.7,71.7,305.64,0.2,2.99,1
4.24,0.12,2.27,12.4,160.6,10.4,75.17,285.46,0.14,2.67,1
4.46,1.01,3.1,11.74,159.93,9.9,24.92,192.06,0.27,3.31,0
4.11,-1.35,2.5,12.15,172.34,8.7,43.42,213.96,0.38,5.07,0
4.15,-0.54,2.05,12.46,171.17,10.3,86.08,333.22,0.06,2.78,1
4.32,0.5,2.46,12.49,172.84,10.3,59.1,256.7,-0.02,2.96,1
4.36,-1.12,3.21,11.93,172.35,8.4,15.54,104.37,0.41,10.43,2
4.23,-1.12,2.34,12.31,171.58,9.5,60.56,277.82,0.09,3.81,1
4.35,-0.22,2.14,12.48,172.75,10.4,86.69,319.35,0.02,2.85,1
4.52,0.71,2.58,12.52,172.04,10.0,46.82,240.06,0.01,3.15,1
4.47,-1.24,2.98,12.02,171.65,8.4,24.7,140.66,0.19,8.04,2
4.39,-0.99,2.22,12.38,172.75,9.7,70.16,305.36,0.04,3.51,1
4.47,-0.13,2.25,12.47,171.08,10.2,86.33,320.1,0.03,2.83,1
4.61,0.7,2.65,12.45,172.83,10.0,43.4,230.3,-0.17,3.39,1
4.7,-1.22,2.98,11.94,172.75,8.4,25.39,143.18,0.24,8.24,2
4.64,-1.06,2.26,12.36,173.69,9.7,73.24,311.68,-0.12,3.66,1
4.74,-0.16,2.23,12.36,172.31,10.4,85.01,316.13,-0.18,3.08,1
4.89,0.6,2.68,12.33,172.41,9.8,40.07,226.74,-0.09,3.76,1
5.32,-1.13,2.89,12.23,173.18,8.8,28.54,161.32,0.05,7.98,0
5.34,-1.14,2.52,12.3,173.03,9.6,54.69,265.12,0.06,4.88,1
5.41,-0.79,2.48,12.4,166.03,10.0,55.03,269.54,-0.15,4.41,1
5.35,-0.95,2.75,12.25,204.45,9.6,48.03,244.24,-0.04,6.08,1
5.29,-1.09,2.63,12.2,173.36,9.5,47.9,240.26,-0.05,5.31,1
5.26,-1.04,2.58,12.13,172.83,9.6,47.69,238.44,0.0,5.26,1
5.23,-1.1,2.65,12.22,174.49,9.3,47.36,240.1,-0.11,5.3,1
5.19,-1.15,2.69,12.38,172.75,9.8,46.99,241.18,-0.32,5.24,1
5.18,-1.18,2.58,12.24,172.57,9.8,49.93,249.26,-0.06,5.08,1
5.17,-1.1,2.59,12.14,174.07,9.6,52.05,254.02,0.03,4.96,1
5.15,-1.03,2.52,12.23,172.93,9.6,54.6,263.16,-0.01,4.68,1
5.09,-1.05,2.67,12.33,172.67,9.6,55.13,269.28,-0.12,4.54,1
5.0,-1.02,2.53,12.37,174.2,9.8,57.74,276.84,-0.14,4.37,1
4.93,-0.9,2.52,12.34,173.81,9.7,63.24,291.04,-0.06,4.01,1
4.82,-0.63,2.48,12.44,185.37,10.0,62.54,293.69,-0.13,3.96,1
4.65,-0.75,2.74,12.38,220.31,9.9,53.88,264.64,-0.13,5.19,1
4.49,-0.99,2.65,12.29,218.12,9.5,56.71,270.72,-0.03,5.09,1
4.41,-0.6,2.2,12.4,181.88,10.0,87.83,336.16,-0.15,3.12,1
4.44,0.24,2.4,12.34,173.78,10.3,74.74,281.94,-0.04,2.99,1
4.52,0.89,3.03,11.57,172.62,9.7,24.7,184.16,0.04,3.92,0
4.45,-1.15,2.68,12.27,173.1,8.8,40.32,209.14,0.01,5.34,0
4.31,-0.8,2.28,12.37,173.96,10.0,78.07,320.06,0.0,3.2,1
4.36,0.14,2.28,12.29,173.16,10.3,81.01,303.66,-0.1,2.77,1
4.49,0.95,2.81,12.15,174.01,9.7,33.32,213.8,-0.22,3.32,1
4.21,-1.34,2.79,12.12,173.09,8.7,33.99,178.62,0.24,6.2,0
4.12,-0.91,2.14,12.39,173.33,9.9,80.21,327.6,0.08,3.07,1
4.18,-0.06,2.33,12.4,173.4,10.3,73.5,288.53,0.01,2.94,1
4.32,0.54,3.1,11.37,173.49,9.9,23.13,186.96,-0.06,4.03,0
4.34,-1.3,2.63,12.22,173.45,9.1,41.59,216.66,0.15,5.2,0
4.29,-0.99,2.27,12.35,172.77,10.0,67.76,307.5,0.12,3.42,1
4.36,-0.31,2.32,12.3,173.55,10.1,50.53,251.44,0.06,3.72,1
4.5,0.29,2.64,12.36,173.17,9.8,29.55,175.58,-0.03,4.79,1
4.65,0.64,2.91,12.12,172.28,9.4,18.14,108.19,0.14,7.36,2
4.8,0.8,3.09,12.26,173.79,9.2,11.3,95.06,0.02,8.43,2
4.84,-0.81,3.34,12.17,173.82,8.7,12.98,99.7,0.14,11.36,2
4.64,-1.24,2.61,12.25,173.53,9.4,47.74,238.76,0.15,4.93,1
4.58,-0.86,2.25,12.39,173.39,9.9,75.02,329.86,0.09,3.3,1
4.6,-0.15,2.34,12.4,173.4,10.2,59.66,283.66,-0.01,3.35,1
4.62,0.42,2.6,12.4,173.52,10.0,38.76,210.96,-0.07,3.98,1
4.66,0.73,2.97,12.16,173.31,9.6,21.58,129.04,0.09,6.08,2
4.72,0.81,3.06,12.28,173.57,9.3,14.39,101.06,-0.06,7.74,2
4.63,-1.11,2.91,12.09,173.28,8.6,29.56,161.44,0.28,7.11,0
4.49,-0.98,2.35,12.42,174.03,9.6,69.11,306.68,0.09,3.58,1
4.48,-0.23,2.18,12.5,173.74,10.4,91.19,333.48,-0.07,2.83,1
4.51,0.67,2.58,12.55,173.77,10.0,57.43,255.1,-0.16,3.02,1
